quarter,as_on_date,symbol,company,sector,universe,fii_pct,dii_pct,source,updated_at
2025Q4,31-DEC-2025,RVNL,Rail Vikas Nigam Limited,Infrastructure,Midcap,4.98,6.38,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1605135_20012026121731_WEB.xml,2026-06-04T17:28:15+00:00
2025Q4,31-DEC-2025,SAIL,Steel Authority of India Limited,Metals,Midcap,4.53,17.84,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1604279_19012026042113_WEB.xml,2026-06-04T17:28:20+00:00
2025Q4,31-DEC-2025,SBICARD,SBI Cards and Payment Services Limited,Financial Services,Nifty Next 50,10.15,17.85,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1605363_20012026022836_WEB.xml,2026-05-22T16:55:00+00:00
2025Q4,31-DEC-2025,SBILIFE,SBI Life Insurance Company Limited,Insurance,Nifty 50,21.88,18.72,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1599964_13012026051219_WEB.xml,2026-05-22T17:01:43+00:00
2025Q4,31-DEC-2025,SBIN,State Bank of India,Banking,Nifty 50,10.34,27.17,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1604495_19012026052913_WEB.xml,2026-05-22T17:01:51+00:00
2025Q4,31-DEC-2025,SHREECEM,SHREE CEMENT LIMITED,Cement,Nifty Next 50,10.08,14.84,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1600977_14012026054235_WEB.xml,2026-05-22T16:55:08+00:00
2025Q4,31-DEC-2025,SHRIRAMFIN,Shriram Finance Limited,Financial Services,Nifty Next 50,47.22,21.3,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1605258_20012026011003_WEB.xml,2026-05-22T16:55:17+00:00
2025Q4,31-DEC-2025,SIEMENS,Siemens Limited,Capital Goods,Nifty Next 50,6.85,8.36,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1606929_21012026031349_WEB.xml,2026-05-22T16:55:25+00:00
2025Q4,31-DEC-2025,SOLARINDS,Solar Industries India Limited,Chemicals,Midcap,6.74,12.91,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1597309_09012026010535_WEB.xml,2026-06-04T17:28:26+00:00
2025Q4,31-DEC-2025,SONACOMS,Sona BLW Precision Forgings Limited,Auto,Midcap,23.89,40.73,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1605147_20012026122515_WEB.xml,2026-06-04T17:28:32+00:00
2025Q4,31-DEC-2025,SRF,SRF Limited,Chemicals,Midcap,17.48,20.18,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1605373_20012026023811_WEB.xml,2026-06-04T17:28:38+00:00
2025Q4,31-DEC-2025,SUNDARMFIN,Sundaram Finance Limited,Financial Services,Midcap,19.13,7.43,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1603945_19012026012935_WEB.xml,2026-06-04T17:28:44+00:00
2025Q4,31-DEC-2025,SUNPHARMA,Sun Pharmaceutical Industries Limited,Pharma,Nifty 50,16.12,20.82,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1601600_15012026043651_WEB.xml,2026-05-22T17:02:00+00:00
2025Q4,31-DEC-2025,SUPREMEIND,Supreme Industries Limited,Consumer Durables,Midcap,19.23,17.21,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1599808_13012026041429_WEB.xml,2026-06-04T17:28:50+00:00
2025Q4,31-DEC-2025,SUZLON,Suzlon Energy Limited,Power,Midcap,23.73,9.24,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1597748_09012026055257_WEB.xml,2026-06-04T17:28:55+00:00
2025Q4,31-DEC-2025,SWIGGY,Swiggy Limited,Consumer Services,Nifty Next 50,16.07,22.53,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1597620_09012026050146_WEB.xml,2026-05-22T16:55:33+00:00
2025Q4,31-DEC-2025,SYNGENE,Syngene International Limited,Pharma,Midcap,14.96,25.84,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1603615_18012026115720_WEB.xml,2026-06-04T17:29:01+00:00
2025Q4,31-DEC-2025,TATACHEM,Tata Chemicals Limited,Chemicals,Midcap,12.26,22.39,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1606982_21012026033807_WEB.xml,2026-06-04T17:29:06+00:00
2025Q4,31-DEC-2025,TATACOMM,Tata Communications Limited,Telecom,Midcap,14.46,18.49,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1607266_21012026051226_WEB.xml,2026-06-04T17:29:11+00:00
2025Q4,31-DEC-2025,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,FMCG,Nifty 50,21.19,23.47,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1606946_21012026032234_WEB.xml,2026-05-22T17:02:08+00:00
2025Q4,31-DEC-2025,TATAELXSI,Tata Elxsi Limited,IT,Midcap,8.57,12.29,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1607009_21012026034644_WEB.xml,2026-06-04T17:29:17+00:00
2025Q4,31-DEC-2025,TATAPOWER,Tata Power Company Limited,Power,Nifty Next 50,10.0,17.52,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1607309_21012026052838_WEB.xml,2026-05-22T16:55:41+00:00
2025Q4,31-DEC-2025,TATASTEEL,Tata Steel Limited,Metals,Nifty 50,17.96,27.16,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1606440_20012026112030_WEB.xml,2026-05-22T17:02:18+00:00
2025Q4,31-DEC-2025,TCS,Tata Consultancy Services Limited,IT,Nifty 50,10.37,12.87,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1607586_21012026065700_WEB.xml,2026-05-22T17:02:26+00:00
2025Q4,31-DEC-2025,TECHM,Tech Mahindra Limited,IT,Nifty 50,17.94,37.79,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1607703_21012026075206_WEB.xml,2026-05-22T17:02:34+00:00
2025Q4,31-DEC-2025,TIINDIA,Tube Investments of India Limited,Auto,Midcap,23.15,19.67,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1606200_20012026070417_WEB.xml,2026-06-04T17:29:23+00:00
2025Q4,31-DEC-2025,TITAN,Titan Company Limited,Consumer Goods,Nifty 50,15.55,15.0,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1606864_21012026024634_WEB.xml,2026-05-22T17:02:42+00:00
2025Q4,31-DEC-2025,TORNTPHARM,Torrent Pharmaceuticals Limited,Pharma,Midcap,16.13,9.14,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1594668_03012026011705_WEB.xml,2026-06-04T17:29:28+00:00
2025Q4,31-DEC-2025,TORNTPOWER,Torrent Power Limited,Power,Midcap,8.32,22.73,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1597059_08012026071235_WEB.xml,2026-06-04T17:29:33+00:00
2025Q4,31-DEC-2025,TRENT,Trent Limited,Retail,Nifty Next 50,15.62,21.5,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1606870_21012026024941_WEB.xml,2026-05-22T16:55:50+00:00
2025Q4,31-DEC-2025,TVSMOTOR,TVS Motor Company Limited,Auto,Nifty Next 50,23.09,18.29,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1606515_21012026105129_WEB.xml,2026-06-04T18:22:15+00:00
2025Q4,31-DEC-2025,ULTRACEMCO,UltraTech Cement Limited,Cement,Nifty 50,14.93,17.45,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1605356_20012026022505_WEB.xml,2026-05-22T17:02:51+00:00
2025Q4,31-DEC-2025,UNIONBANK,Union Bank of India,Banking,Midcap,8.14,11.9,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1604468_19012026052257_WEB.xml,2026-06-04T17:29:39+00:00
2025Q4,31-DEC-2025,UNITDSPR,United Spirits Limited,FMCG,Nifty Next 50,14.12,15.37,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1604778_19012026070312_WEB.xml,2026-06-04T18:22:20+00:00
2025Q4,31-DEC-2025,UPL,UPL Limited,Chemicals,Nifty 50,40.99,16.72,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1597895_09012026070201_WEB.xml,2026-05-22T17:02:59+00:00
2025Q4,31-DEC-2025,VBL,Varun Beverages Limited,FMCG,Nifty Next 50,20.31,13.56,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1598638_12012026025613_WEB.xml,2026-06-04T18:22:25+00:00
2025Q4,31-DEC-2025,VEDL,Vedanta Limited,Metals,Nifty Next 50,12.15,15.3,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1606736_21012026010357_WEB.xml,2026-06-04T18:22:30+00:00
2025Q4,31-DEC-2025,VOLTAS,Voltas Limited,Consumer Durables,Midcap,18.41,37.89,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1607773_21012026090536_WEB.xml,2026-06-04T17:29:45+00:00
2025Q4,31-DEC-2025,WIPRO,Wipro Limited,IT,Nifty 50,10.49,8.38,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1598295_10012026063558_WEB.xml,2026-05-22T17:03:07+00:00
2025Q4,31-DEC-2025,YESBANK,Yes Bank Limited,Banking,Midcap,45.73,21.14,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1603535_17012026070503_WEB.xml,2026-05-22T16:49:18+00:00
2025Q4,31-DEC-2025,ZEEL,Zee Entertainment Enterprises Limited,Media,Midcap,24.21,12.1,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1604406_19012026050433_WEB.xml,2026-05-22T16:49:26+00:00
2025Q4,31-DEC-2025,ZYDUSLIFE,Zydus Lifesciences Limited,Pharma,Nifty Next 50,7.06,11.09,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1673801_27052026022340_WEB.xml,2026-06-04T18:22:36+00:00
2026Q1,31-MAR-2026,ABB,ABB India Limited,Capital Goods,Nifty Next 50,8.2,9.29,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1653405_17042026054202_WEB.xml,2026-05-22T16:49:33+00:00
2026Q1,31-MAR-2026,ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Midcap,7.7,13.82,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1654839_20042026030112_WEB.xml,2026-06-04T17:22:04+00:00
2026Q1,31-MAR-2026,ABFRL,Aditya Birla Fashion and Retail Limited,Retail,Midcap,15.52,6.62,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1655802_21042026113537_WEB.xml,2026-06-04T17:22:10+00:00
2026Q1,31-MAR-2026,ACC,ACC Limited,Cement,Midcap,5.93,21.61,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1649215_11042026091421_WEB.xml,2026-06-04T17:22:15+00:00
2026Q1,31-MAR-2026,ADANIENT,Adani Enterprises Limited,Conglomerate,Nifty 50,10.8,6.7,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1649141_10042026073855_WEB.xml,2026-06-04T18:22:41+00:00
2026Q1,31-MAR-2026,ADANIGREEN,Adani Green Energy Limited,Power,Nifty Next 50,11.1,4.56,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1645769_03042026035429_WEB.xml,2026-05-22T16:49:41+00:00
2026Q1,31-MAR-2026,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Infrastructure,Nifty 50,13.25,13.85,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1648459_10042026113833_WEB.xml,2026-06-04T18:22:46+00:00
2026Q1,31-MAR-2026,ADANIPOWER,Adani Power Limited,Power,Nifty Next 50,11.74,3.69,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1648849_10042026050852_WEB.xml,2026-05-22T16:49:50+00:00
2026Q1,31-MAR-2026,ALKEM,Alkem Laboratories Limited,Pharma,Midcap,10.16,21.4,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1651248_15042026031216_WEB.xml,2026-06-04T17:22:20+00:00
2026Q1,31-MAR-2026,AMBUJACEM,Ambuja Cements Limited,Cement,Nifty Next 50,5.87,20.07,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1649092_10042026070401_WEB.xml,2026-05-22T16:49:58+00:00
2026Q1,31-MAR-2026,APLAPOLLO,APL Apollo Tubes Limited,Metals,Midcap,37.51,16.05,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1651360_15042026040250_WEB.xml,2026-06-04T17:22:26+00:00
2026Q1,31-MAR-2026,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Nifty 50,42.62,22.76,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1648111_09042026045634_WEB.xml,2026-06-04T18:22:51+00:00
2026Q1,31-MAR-2026,ASHOKLEY,Ashok Leyland Limited,Auto,Midcap,24.57,13.06,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1656064_21042026023508_WEB.xml,2026-06-04T17:22:31+00:00
2026Q1,31-MAR-2026,ASIANPAINT,Asian Paints Limited,Consumer Goods,Nifty 50,12.11,21.81,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1655573_20042026075747_WEB.xml,2026-06-04T18:22:56+00:00
2026Q1,31-MAR-2026,ASTRAL,Astral Limited,Consumer Durables,Midcap,14.5,21.29,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1652425_16042026053027_WEB.xml,2026-06-04T17:22:36+00:00
2026Q1,31-MAR-2026,ATGL,Adani Total Gas Limited,Oil & Gas,Nifty Next 50,12.75,6.26,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1648703_10042026033150_WEB.xml,2026-05-22T16:50:06+00:00
2026Q1,31-MAR-2026,AUBANK,AU Small Finance Bank Limited,Banking,Midcap,37.26,31.3,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1655100_20042026045414_WEB.xml,2026-06-04T17:22:42+00:00
2026Q1,31-MAR-2026,AUROPHARMA,Aurobindo Pharma Limited,Pharma,Midcap,15.24,25.87,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1653158_17042026040030_WEB.xml,2026-06-04T17:22:47+00:00
2026Q1,31-MAR-2026,AXISBANK,Axis Bank Limited,Banking,Nifty 50,42.05,43.36,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1649482_13042026101953_WEB.xml,2026-06-04T18:23:01+00:00
2026Q1,31-MAR-2026,BAJAJ-AUTO,Bajaj Auto Limited,Auto,Nifty 50,8.82,14.47,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1656829_21042026085055_WEB.xml,2026-06-04T18:23:06+00:00
2026Q1,31-MAR-2026,BAJAJFINSV,Bajaj Finserv Limited,Financial Services,Nifty 50,7.24,11.76,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1656229_21042026035645_WEB.xml,2026-06-04T18:23:16+00:00
2026Q1,31-MAR-2026,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,Nifty Next 50,9.62,8.07,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1655461_20042026070155_WEB.xml,2026-05-22T16:50:14+00:00
2026Q1,31-MAR-2026,BAJFINANCE,Bajaj Finance Limited,Financial Services,Nifty 50,21.33,15.18,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1655056_20042026043545_WEB.xml,2026-06-04T18:23:11+00:00
2026Q1,31-MAR-2026,BALKRISIND,Balkrishna Industries Limited,Auto,Midcap,11.13,24.26,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1654765_20042026020423_WEB.xml,2026-06-04T17:22:53+00:00
2026Q1,31-MAR-2026,BANKBARODA,Bank of Baroda,Banking,Nifty Next 50,9.69,19.01,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1647424_08042026045921_WEB.xml,2026-05-22T16:50:23+00:00
2026Q1,31-MAR-2026,BEL,Bharat Electronics Limited,Defence,Nifty Next 50,19.5,19.99,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1652189_16042026034627_WEB.xml,2026-05-22T16:50:31+00:00
2026Q1,31-MAR-2026,BERGEPAINT,Berger Paints (I) Limited,Consumer Goods,Midcap,4.68,11.71,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1652099_16042026024757_WEB.xml,2026-06-04T17:22:58+00:00
2026Q1,31-MAR-2026,BHARATFORG,Bharat Forge Limited,Auto,Midcap,14.15,32.76,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1652417_16042026052809_WEB.xml,2026-06-04T17:23:03+00:00
2026Q1,31-MAR-2026,BHARTIARTL,Bharti Airtel Limited,Telecom,Nifty 50,27.8,20.65,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1654825_20042026024944_WEB.xml,2026-06-04T18:23:26+00:00
2026Q1,31-MAR-2026,BHEL,Bharat Heavy Electricals Limited,Capital Goods,Midcap,7.23,23.98,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1647448_08042026051459_WEB.xml,2026-06-04T17:23:09+00:00
2026Q1,31-MAR-2026,BIOCON,Biocon Limited,Pharma,Midcap,7.52,24.07,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1656787_21042026081203_WEB.xml,2026-06-04T17:23:14+00:00
2026Q1,31-MAR-2026,BOSCHLTD,Bosch Limited,Auto,Nifty Next 50,7.22,15.06,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1651628_15042026062230_WEB.xml,2026-05-22T16:50:39+00:00
2026Q1,31-MAR-2026,BPCL,Bharat Petroleum Corporation Limited,Oil & Gas,Nifty 50,19.58,18.53,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1654570_20042026114307_WEB.xml,2026-06-04T18:23:21+00:00
2026Q1,31-MAR-2026,BRITANNIA,Britannia Industries Limited,FMCG,Nifty 50,15.63,18.87,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1656777_21042026080236_WEB.xml,2026-06-04T18:23:31+00:00
2026Q1,31-MAR-2026,BSE,BSE Limited,Financial Services,Midcap,19.42,25.09,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1652898_17042026122104_WEB.xml,2026-06-04T17:23:19+00:00
2026Q1,31-MAR-2026,CAMS,Computer Age Management Services Limited,Financial Services,Midcap,44.44,22.06,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1663190_04052026023954_WEB.xml,2026-06-04T17:23:24+00:00
2026Q1,31-MAR-2026,CANBK,Canara Bank,Banking,Midcap,14.24,10.9,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1645570_02042026071027_WEB.xml,2026-06-04T17:23:30+00:00
2026Q1,31-MAR-2026,CGCL,Capri Global Capital Limited,Financial Services,Midcap,5.62,20.11,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1646587_07042026011026_WEB.xml,2026-06-04T17:23:36+00:00
2026Q1,31-MAR-2026,CGPOWER,CG Power and Industrial Solutions Limited,Capital Goods,Nifty Next 50,12.03,18.08,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1655656_20042026103800_WEB.xml,2026-05-22T16:50:55+00:00
2026Q1,31-MAR-2026,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial Services,Nifty Next 50,24.87,19.91,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1655588_20042026080837_WEB.xml,2026-05-22T16:50:47+00:00
2026Q1,31-MAR-2026,CIPLA,Cipla Limited,Pharma,Nifty 50,22.56,31.97,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1656778_21042026080246_WEB.xml,2026-06-04T18:23:36+00:00
2026Q1,31-MAR-2026,COALINDIA,Coal India Limited,Mining,Nifty 50,8.38,22.75,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1648798_10042026043546_WEB.xml,2026-06-03T19:34:27+00:00
2026Q1,31-MAR-2026,COFORGE,Coforge Limited,IT,Midcap,30.65,56.19,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1657463_22042026112248_WEB.xml,2026-06-04T17:23:41+00:00
2026Q1,31-MAR-2026,COLPAL,Colgate Palmolive (India) Limited,FMCG,Midcap,13.6,15.53,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1651989_16042026125740_WEB.xml,2026-06-04T17:23:46+00:00
2026Q1,31-MAR-2026,CONCOR,Container Corporation of India Limited,Logistics,Midcap,8.32,29.77,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1656147_21042026031955_WEB.xml,2026-06-04T17:23:51+00:00
2026Q1,31-MAR-2026,COROMANDEL,Coromandel International Limited,Chemicals,Midcap,13.02,18.2,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1656711_21042026072641_WEB.xml,2026-06-04T17:23:56+00:00
2026Q1,31-MAR-2026,CUMMINSIND,Cummins India Limited,Capital Goods,Midcap,20.78,19.55,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1651729_15042026073009_WEB.xml,2026-06-04T17:24:02+00:00
2026Q1,31-MAR-2026,DABUR,Dabur India Limited,FMCG,Nifty Next 50,9.98,18.56,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1663304_04052026053152_WEB.xml,2026-05-22T16:51:03+00:00
2026Q1,31-MAR-2026,DEEPAKNTR,Deepak Nitrite Limited,Chemicals,Midcap,6.19,23.47,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1649592_13042026124507_WEB.xml,2026-06-04T17:24:07+00:00
2026Q1,31-MAR-2026,DIVISLAB,Divi's Laboratories Limited,Pharma,Nifty 50,20.29,19.22,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1650975_15042026085225_WEB.xml,2026-05-22T16:58:25+00:00
2026Q1,31-MAR-2026,DIXON,Dixon Technologies (India) Limited,Consumer Durables,Midcap,18.29,28.15,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1655186_20042026051901_WEB.xml,2026-06-04T17:24:12+00:00
2026Q1,31-MAR-2026,DLF,DLF Limited,Realty,Nifty Next 50,13.54,6.94,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1646997_07042026090031_WEB.xml,2026-05-22T16:51:11+00:00
2026Q1,31-MAR-2026,DMART,Avenue Supermarts Limited,Retail,Nifty Next 50,9.0,8.85,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1656717_21042026072904_WEB.xml,2026-05-22T16:51:19+00:00
2026Q1,31-MAR-2026,DRREDDY,Dr. Reddy's Laboratories Limited,Pharma,Nifty 50,33.08,30.72,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1656294_21042026042213_WEB.xml,2026-05-22T16:58:33+00:00
2026Q1,31-MAR-2026,EICHERMOT,Eicher Motors Limited,Auto,Nifty 50,26.78,14.82,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1655434_20042026064729_WEB.xml,2026-05-22T16:58:41+00:00
2026Q1,31-MAR-2026,ESCORTS,Escorts Kubota Limited,Capital Goods,Midcap,5.72,11.65,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1655333_20042026061412_WEB.xml,2026-06-04T17:24:17+00:00
2026Q1,31-MAR-2026,EXIDEIND,Exide Industries Limited,Auto,Midcap,10.3,19.13,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1649976_13042026051530_WEB.xml,2026-06-04T17:24:23+00:00
2026Q1,31-MAR-2026,FEDERALBNK,The Federal Bank  Limited,Banking,Midcap,26.05,50.39,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1655993_21042026015047_WEB.xml,2026-06-04T17:24:28+00:00
2026Q1,31-MAR-2026,GAIL,GAIL (India) Limited,Oil & Gas,Nifty Next 50,13.04,20.6,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1648989_10042026060100_WEB.xml,2026-05-22T16:51:28+00:00
2026Q1,31-MAR-2026,GLAND,Gland Pharma Limited,Pharma,Midcap,7.3,33.35,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1653191_17042026041011_WEB.xml,2026-06-04T17:24:33+00:00
2026Q1,31-MAR-2026,GODREJCP,Godrej Consumer Products Limited,FMCG,Nifty Next 50,13.94,18.0,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1655671_21042026121128_WEB.xml,2026-05-22T16:51:36+00:00
2026Q1,31-MAR-2026,GODREJPROP,Godrej Properties Limited,Realty,Midcap,26.17,8.2,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1653252_17042026043457_WEB.xml,2026-06-04T17:24:38+00:00
2026Q1,31-MAR-2026,GRASIM,Grasim Industries Limited,Cement,Nifty 50,17.18,16.28,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1651686_15042026065252_WEB.xml,2026-05-22T16:58:49+00:00
2026Q1,31-MAR-2026,HAL,Hindustan Aeronautics Limited,Defence,Nifty Next 50,10.2,10.5,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1649503_13042026111255_WEB.xml,2026-05-22T16:51:44+00:00
2026Q1,31-MAR-2026,HAVELLS,Havells India Limited,Consumer Durables,Nifty Next 50,16.94,17.73,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1649222_11042026100534_WEB.xml,2026-05-22T16:51:52+00:00
2026Q1,31-MAR-2026,HCLTECH,HCL Technologies Limited,IT,Nifty 50,15.51,18.99,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1656872_21042026093835_WEB.xml,2026-05-22T16:58:57+00:00
2026Q1,31-MAR-2026,HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Midcap,24.45,14.43,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1651307_15042026033420_WEB.xml,2026-06-04T17:24:43+00:00
2026Q1,31-MAR-2026,HDFCBANK,HDFC Bank Limited,Banking,Nifty 50,44.05,40.32,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1645257_02042026124041_WEB.xml,2026-05-22T16:59:05+00:00
2026Q1,31-MAR-2026,HDFCLIFE,HDFC Life Insurance Company Limited,Insurance,Nifty 50,22.52,17.25,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1660737_28042026112844_WEB.xml,2026-05-22T16:59:14+00:00
2026Q1,31-MAR-2026,HEROMOTOCO,Hero MotoCorp Limited,Auto,Nifty 50,31.15,24.78,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1656751_21042026074633_WEB.xml,2026-05-22T16:59:22+00:00
2026Q1,31-MAR-2026,HINDALCO,Hindalco Industries Limited,Metals,Nifty 50,34.13,21.47,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1653017_17042026021047_WEB.xml,2026-05-22T16:59:30+00:00
2026Q1,31-MAR-2026,HINDPETRO,Hindustan Petroleum Corporation Limited,Oil & Gas,Midcap,17.27,19.57,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1647924_09042026030907_WEB.xml,2026-06-04T17:24:49+00:00
2026Q1,31-MAR-2026,HINDUNILVR,Hindustan Unilever Limited,FMCG,Nifty 50,10.1,16.4,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1654510_20042026110214_WEB.xml,2026-05-22T16:59:39+00:00
2026Q1,31-MAR-2026,HINDZINC,Hindustan Zinc Limited,Metals,Nifty Next 50,2.39,4.85,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1653416_17042026054412_WEB.xml,2026-05-22T16:52:00+00:00
2026Q1,31-MAR-2026,HONAUT,Honeywell Automation India Limited,Capital Goods,Midcap,3.74,11.29,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1655969_21042026012937_WEB.xml,2026-06-04T17:24:54+00:00
