quarter,as_on_date,symbol,company,sector,universe,fii_pct,dii_pct,source,updated_at
2025Q1,31-MAR-2025,CONCOR,Container Corporation of India Limited,Logistics,Midcap,13.1,26.19,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198805_1421468_21042025051658_WEB.xml,2026-06-04T17:23:54+00:00
2025Q1,31-MAR-2025,COROMANDEL,Coromandel International Limited,Chemicals,Midcap,10.61,18.98,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198880_1421868_21042025071659_WEB.xml,2026-06-04T17:24:00+00:00
2025Q1,31-MAR-2025,CUMMINSIND,Cummins India Limited,Capital Goods,Midcap,17.21,22.94,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197967_1418340_18042025011215_WEB.xml,2026-06-04T17:24:05+00:00
2025Q1,31-MAR-2025,DABUR,Dabur India Limited,FMCG,Nifty Next 50,12.68,15.69,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198211_1419168_18042025064102_WEB.xml,2026-05-22T16:51:08+00:00
2025Q1,31-MAR-2025,DEEPAKNTR,Deepak Nitrite Limited,Chemicals,Midcap,6.65,23.22,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196735_1411665_10042025034348_WEB.xml,2026-06-04T17:24:10+00:00
2025Q1,31-MAR-2025,DIVISLAB,Divi's Laboratories Limited,Pharma,Nifty 50,18.01,20.71,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197933_1418219_18042025121732_WEB.xml,2026-05-22T16:58:30+00:00
2025Q1,31-MAR-2025,DIXON,Dixon Technologies (India) Limited,Consumer Durables,Midcap,21.81,23.07,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198321_1419637_19042025123351_WEB.xml,2026-06-04T17:24:15+00:00
2025Q1,31-MAR-2025,DLF,DLF Limited,Realty,Nifty Next 50,16.27,4.72,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196331_1408632_04042025070604_WEB.xml,2026-05-22T16:51:17+00:00
2025Q1,31-MAR-2025,DMART,Avenue Supermarts Limited,Retail,Nifty Next 50,8.18,9.15,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198714_1421105_21042025031646_WEB.xml,2026-05-22T16:51:25+00:00
2025Q1,31-MAR-2025,DRREDDY,Dr. Reddy's Laboratories Limited,Pharma,Nifty 50,37.29,25.62,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198504_1420290_19042025083556_WEB.xml,2026-05-22T16:58:38+00:00
2025Q1,31-MAR-2025,EICHERMOT,Eicher Motors Limited,Auto,Nifty 50,25.03,16.63,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198010_1418470_18042025023829_WEB.xml,2026-05-22T16:58:46+00:00
2025Q1,31-MAR-2025,ESCORTS,Escorts Kubota Limited,Capital Goods,Midcap,5.21,11.34,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196790_1411928_10042025055623_WEB.xml,2026-06-04T17:24:21+00:00
2025Q1,31-MAR-2025,EXIDEIND,Exide Industries Limited,Auto,Midcap,11.6,17.15,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196690_1411398_10042025114912_WEB.xml,2026-06-04T17:24:26+00:00
2025Q1,31-MAR-2025,FEDERALBNK,The Federal Bank  Limited,Banking,Midcap,26.28,49.07,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197205_1414610_15042025030601_WEB.xml,2026-06-04T17:24:31+00:00
2025Q1,31-MAR-2025,GAIL,GAIL (India) Limited,Oil & Gas,Nifty Next 50,14.79,19.13,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196445_1409738_08042025115555_WEB.xml,2026-05-22T16:51:33+00:00
2025Q1,31-MAR-2025,GLAND,Gland Pharma Limited,Pharma,Midcap,6.9,33.27,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197272_1415324_16042025102335_WEB.xml,2026-06-04T17:24:36+00:00
2025Q1,31-MAR-2025,GODREJCP,Godrej Consumer Products Limited,FMCG,Nifty Next 50,19.54,12.2,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197747_1417377_17042025045446_WEB.xml,2026-05-22T16:51:41+00:00
2025Q1,31-MAR-2025,GODREJPROP,Godrej Properties Limited,Realty,Midcap,30.54,9.33,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197640_1416913_17042025015542_WEB.xml,2026-06-04T17:24:41+00:00
2025Q1,31-MAR-2025,GRASIM,Grasim Industries Limited,Cement,Nifty 50,15.55,18.24,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197380_1415555_16042025125951_WEB.xml,2026-05-22T16:58:54+00:00
2025Q1,31-MAR-2025,HAL,Hindustan Aeronautics Limited,Defence,Nifty Next 50,12.08,8.3,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197455_1415894_16042025042322_WEB.xml,2026-05-22T16:51:49+00:00
2025Q1,31-MAR-2025,HAVELLS,Havells India Limited,Consumer Durables,Nifty Next 50,22.31,12.76,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198042_1418584_18042025033625_WEB.xml,2026-05-22T16:51:58+00:00
2025Q1,31-MAR-2025,HCLTECH,HCL Technologies Limited,IT,Nifty 50,19.14,15.48,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198416_1419977_19042025041817_WEB.xml,2026-05-22T16:59:02+00:00
2025Q1,31-MAR-2025,HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Midcap,20.51,18.01,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196430_1409649_08042025094015_WEB.xml,2026-06-04T17:24:47+00:00
2025Q1,31-MAR-2025,HDFCBANK,HDFC Bank Limited,Banking,Nifty 50,48.3,35.86,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196328_1408519_04042025045009_WEB.xml,2026-05-22T16:59:11+00:00
2025Q1,31-MAR-2025,HDFCLIFE,HDFC Life Insurance Company Limited,Insurance,Nifty 50,24.95,14.1,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198325_1419655_19042025124006_WEB.xml,2026-05-22T16:59:19+00:00
2025Q1,31-MAR-2025,HEROMOTOCO,Hero MotoCorp Limited,Auto,Nifty 50,27.43,27.9,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197855_1417888_17042025075334_WEB.xml,2026-05-22T16:59:28+00:00
2025Q1,31-MAR-2025,HINDALCO,Hindalco Industries Limited,Metals,Nifty 50,31.83,24.81,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198094_1433649_08052025094701_WEB.xml,2026-05-22T16:59:36+00:00
2025Q1,31-MAR-2025,HINDPETRO,Hindustan Petroleum Corporation Limited,Oil & Gas,Midcap,12.55,23.56,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196960_1413079_11042025083744_WEB.xml,2026-06-04T17:24:52+00:00
2025Q1,31-MAR-2025,HINDUNILVR,Hindustan Unilever Limited,FMCG,Nifty 50,10.62,15.54,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198909_1422002_21042025083332_WEB.xml,2026-05-22T16:59:44+00:00
2025Q1,31-MAR-2025,HINDZINC,Hindustan Zinc Limited,Metals,Nifty Next 50,1.42,4.14,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198179_1419059_18042025060113_WEB.xml,2026-05-22T16:52:06+00:00
2025Q1,31-MAR-2025,HONAUT,Honeywell Automation India Limited,Capital Goods,Midcap,2.59,12.36,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197874_1418010_18042025081830_WEB.xml,2026-06-04T17:24:57+00:00
2025Q1,31-MAR-2025,HYUNDAI,Hyundai Motor India Limited,Auto,Nifty Next 50,7.17,7.01,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198713_1421099_21042025031502_WEB.xml,2026-05-22T16:52:14+00:00
2025Q1,31-MAR-2025,ICICIBANK,ICICI Bank Limited,Banking,Nifty 50,45.82,44.78,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198697_1420995_21042025024359_WEB.xml,2026-05-22T16:59:52+00:00
2025Q1,31-MAR-2025,ICICIGI,ICICI Lombard General Insurance Company Limited,Insurance,Nifty Next 50,23.68,17.84,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1503114_05082025062644_WEB.xml,2026-05-22T16:52:23+00:00
2025Q1,31-MAR-2025,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Insurance,Nifty Next 50,13.25,8.8,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198142_1418939_18042025053102_WEB.xml,2026-05-22T16:52:31+00:00
2025Q1,31-MAR-2025,IDEA,Vodafone Idea Limited,Telecom,Midcap,10.11,4.93,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196545_1410432_08042025073827_WEB.xml,2026-06-04T17:25:03+00:00
2025Q1,31-MAR-2025,IDFCFIRSTB,IDFC First Bank Limited,Banking,Midcap,25.68,19.3,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197528_1416292_16042025064100_WEB.xml,2026-06-04T17:25:08+00:00
2025Q1,31-MAR-2025,IGL,Indraprastha Gas Limited,Oil & Gas,Midcap,14.67,26.18,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198310_1419575_19042025121325_WEB.xml,2026-06-04T17:25:13+00:00
2025Q1,31-MAR-2025,INDHOTEL,The Indian Hotels Company Limited,Hospitality,Nifty Next 50,26.96,19.18,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1520522_01092025010803_WEB.xml,2026-05-22T16:52:40+00:00
2025Q1,31-MAR-2025,INDIANB,Indian Bank,Banking,Midcap,4.74,17.77,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196362_1408976_05042025072333_WEB.xml,2026-06-04T17:25:18+00:00
2025Q1,31-MAR-2025,INDIGO,InterGlobe Aviation Limited,Aviation,Nifty Next 50,25.12,20.73,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198196_1419119_18042025062310_WEB.xml,2026-05-22T16:52:48+00:00
2025Q1,31-MAR-2025,INDUSINDBK,IndusInd Bank Limited,Banking,Nifty 50,29.53,36.7,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1495205_28072025043250_WEB.xml,2026-05-22T17:00:00+00:00
2025Q1,31-MAR-2025,INDUSTOWER,Indus Towers Limited,Telecom,Nifty Next 50,26.42,18.41,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198860_1441247_16052025052010_WEB.xml,2026-05-22T16:52:56+00:00
2025Q1,31-MAR-2025,INFY,Infosys Limited,IT,Nifty 50,32.88,38.52,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198016_1418484_18042025024826_WEB.xml,2026-05-22T17:00:08+00:00
2025Q1,31-MAR-2025,IOB,Indian Overseas Bank,Banking,Midcap,0.22,2.59,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197262_1414876_15042025045304_WEB.xml,2026-06-04T17:25:24+00:00
2025Q1,31-MAR-2025,IOC,Indian Oil Corporation Limited,Oil & Gas,Nifty Next 50,7.38,10.07,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197531_1416303_16042025064410_WEB.xml,2026-05-22T16:53:04+00:00
2025Q1,31-MAR-2025,IPCALAB,IPCA Laboratories Limited,Pharma,Midcap,10.76,36.06,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196600_1410789_09042025024002_WEB.xml,2026-06-04T17:25:29+00:00
2025Q1,31-MAR-2025,IRCTC,Indian Railway Catering And Tourism Corporation Limited,Consumer Services,Nifty Next 50,7.37,13.89,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197261_1414872_15042025045145_WEB.xml,2026-05-22T16:53:12+00:00
2025Q1,31-MAR-2025,IRFC,Indian Railway Finance Corporation Limited,Financial Services,Nifty Next 50,0.98,1.34,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197656_1416984_17042025025122_WEB.xml,2026-05-22T16:53:20+00:00
2025Q1,31-MAR-2025,ITC,ITC Limited,FMCG,Nifty 50,39.87,45.19,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197418_1415731_16042025031850_WEB.xml,2026-05-22T17:00:17+00:00
2025Q1,31-MAR-2025,JINDALSTEL,Jindal Steel & Power Limited,Metals,Nifty Next 50,9.59,17.72,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198627_1420717_21042025122329_WEB.xml,2026-05-22T16:53:28+00:00
2025Q1,31-MAR-2025,JIOFIN,Jio Financial Services Limited,Financial Services,Nifty Next 50,11.66,14.3,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198863_1421785_21042025064702_WEB.xml,2026-05-22T16:53:36+00:00
2025Q1,31-MAR-2025,JSL,Jindal Stainless Limited,Metals,Midcap,21.38,6.92,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197510_1416211_16042025060625_WEB.xml,2026-06-04T17:25:34+00:00
2025Q1,31-MAR-2025,JSWSTEEL,JSW Steel Limited,Metals,Nifty 50,25.78,10.52,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197206_1414614_15042025030658_WEB.xml,2026-05-22T17:00:25+00:00
2025Q1,31-MAR-2025,JUBLFOOD,Jubilant Foodworks Limited,Consumer Services,Midcap,20.55,31.23,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198219_1419191_18042025064911_WEB.xml,2026-06-04T17:25:39+00:00
2025Q1,31-MAR-2025,KOTAKBANK,Kotak Mahindra Bank Limited,Banking,Nifty 50,32.65,29.14,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196943_1412925_11042025062512_WEB.xml,2026-05-22T17:00:33+00:00
2025Q1,31-MAR-2025,KPITTECH,KPIT Technologies Limited,IT,Midcap,17.18,21.3,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197341_1415389_16042025105942_WEB.xml,2026-06-04T17:25:44+00:00
2025Q1,31-MAR-2025,LICHSGFIN,LIC Housing Finance Limited,Financial Services,Midcap,21.55,21.34,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198456_1420118_19042025054300_WEB.xml,2026-06-04T17:25:49+00:00
2025Q1,31-MAR-2025,LICI,Life Insurance Corporation Of India,Insurance,Nifty Next 50,0.1,1.28,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196506_1410109_08042025043903_WEB.xml,2026-05-22T16:53:44+00:00
2025Q1,31-MAR-2025,LODHA,Macrotech Developers Limited,Realty,Nifty Next 50,24.65,2.36,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197598_1416718_17042025121443_WEB.xml,2026-05-22T16:53:52+00:00
2025Q1,31-MAR-2025,LT,Larsen & Toubro Limited,Infrastructure,Nifty 50,19.8,42.71,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197578_1416639_17042025114403_WEB.xml,2026-05-22T17:00:41+00:00
2025Q1,31-MAR-2025,LTF,L&T Finance Limited,Financial Services,Midcap,5.48,13.29,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196633_1410934_09042025041631_WEB.xml,2026-06-04T17:26:00+00:00
2025Q1,31-MAR-2025,LTTS,L&T Technology Services Limited,IT,Midcap,5.18,13.68,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198636_1420751_21042025124154_WEB.xml,2026-06-04T17:26:05+00:00
2025Q1,31-MAR-2025,LUPIN,Lupin Limited,Pharma,Midcap,21.46,25.41,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197454_1415891_16042025042212_WEB.xml,2026-06-04T17:25:55+00:00
2025Q1,31-MAR-2025,M&M,Mahindra & Mahindra Limited,Auto,Nifty 50,38.3,29.79,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198520_1420343_19042025112626_WEB.xml,2026-05-22T17:00:49+00:00
2025Q1,31-MAR-2025,M&MFIN,Mahindra & Mahindra Financial Services Limited,Financial Services,Midcap,10.68,31.31,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197706_1417226_17042025041445_WEB.xml,2026-06-04T17:26:10+00:00
2025Q1,31-MAR-2025,MARICO,Marico Limited,FMCG,Nifty Next 50,22.08,14.21,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197305_1415166_15042025064834_WEB.xml,2026-05-22T16:53:59+00:00
2025Q1,31-MAR-2025,MARUTI,Maruti Suzuki India Limited,Auto,Nifty 50,14.96,23.64,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198558_1420472_21042025094824_WEB.xml,2026-05-22T17:00:57+00:00
2025Q1,31-MAR-2025,MFSL,Max Financial Services Limited,Insurance,Midcap,44.75,47.3,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196388_1409230_07042025022453_WEB.xml,2026-06-04T17:26:16+00:00
2025Q1,31-MAR-2025,MGL,Mahanagar Gas Limited,Oil & Gas,Midcap,23.76,23.82,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198112_1418830_18042025050122_WEB.xml,2026-06-04T17:26:21+00:00
2025Q1,31-MAR-2025,MOTHERSON,Samvardhana Motherson International Limited,Auto,Nifty Next 50,12.42,21.0,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197707_1417227_17042025041449_WEB.xml,2026-05-22T16:54:07+00:00
2025Q1,31-MAR-2025,MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services,Midcap,6.01,5.71,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1526352_11092025093417_WEB.xml,2026-06-04T17:26:27+00:00
2025Q1,31-MAR-2025,MPHASIS,MphasiS Limited,IT,Midcap,20.61,34.91,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197123_1414085_14042025054924_WEB.xml,2026-06-04T17:26:32+00:00
2025Q1,31-MAR-2025,MRF,MRF Limited,Auto,Midcap,17.54,12.22,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197395_1415626_16042025015757_WEB.xml,2026-06-04T17:26:38+00:00
2025Q1,31-MAR-2025,MUTHOOTFIN,Muthoot Finance Limited,Financial Services,Midcap,11.03,11.74,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197202_1414588_15042025025534_WEB.xml,2026-06-04T17:26:44+00:00
2025Q1,31-MAR-2025,NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Midcap,8.34,12.8,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198584_1420572_21042025111004_WEB.xml,2026-06-04T17:26:49+00:00
2025Q1,31-MAR-2025,NAUKRI,Info Edge (India) Limited,Consumer Services,Nifty Next 50,33.25,18.83,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198808_1421479_21042025052026_WEB.xml,2026-05-22T16:54:15+00:00
2025Q1,31-MAR-2025,NESTLEIND,Nestle India Limited,FMCG,Nifty 50,10.01,11.31,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198919_1422086_21042025092358_WEB.xml,2026-05-22T17:01:06+00:00
2025Q1,31-MAR-2025,NHPC,NHPC Limited,Power,Nifty Next 50,8.8,10.62,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197757_1417417_17042025050718_WEB.xml,2026-05-22T16:54:24+00:00
2025Q1,31-MAR-2025,NMDC,NMDC Limited,Mining,Nifty Next 50,11.72,15.13,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198510_1420309_19042025091350_WEB.xml,2026-05-22T16:54:32+00:00
2025Q1,31-MAR-2025,NTPC,NTPC Limited,Power,Nifty 50,17.79,27.22,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197914_1418160_18042025114954_WEB.xml,2026-05-22T17:01:14+00:00
2025Q1,31-MAR-2025,NYKAA,FSN E-Commerce Ventures Limited,Consumer Services,Midcap,8.83,25.2,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196794_1411968_10042025062407_WEB.xml,2026-06-04T17:26:55+00:00
2025Q1,31-MAR-2025,OBEROIRLTY,Oberoi Realty Limited,Realty,Midcap,19.97,10.2,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198213_1419172_18042025064150_WEB.xml,2026-06-04T17:27:00+00:00
2025Q1,31-MAR-2025,OFSS,Oracle Financial Services Software Limited,IT,Midcap,8.75,8.69,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196526_1410213_08042025053310_WEB.xml,2026-06-04T17:27:06+00:00
2025Q1,31-MAR-2025,ONGC,Oil & Natural Gas Corporation Limited,Oil & Gas,Nifty 50,7.12,19.94,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198044_1418589_18042025033706_WEB.xml,2026-05-22T17:01:22+00:00
2025Q1,31-MAR-2025,PAGEIND,Page Industries Limited,Textiles,Midcap,23.58,28.61,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197884_1418049_18042025103735_WEB.xml,2026-06-04T17:27:12+00:00
2025Q1,31-MAR-2025,PATANJALI,Patanjali Foods Limited,FMCG,Midcap,13.42,8.71,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198610_1420660_21042025115726_WEB.xml,2026-06-04T17:27:17+00:00
2025Q1,31-MAR-2025,PAYTM,One 97 Communications Limited,Financial Services,Midcap,55.38,14.02,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196758_1411753_10042025043422_WEB.xml,2026-06-04T17:27:22+00:00
2025Q1,31-MAR-2025,PEL,Piramal Enterprises Limited,Financial Services,Midcap,16.12,14.34,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198828_1444648_20052025064052_WEB.xml,2026-06-04T17:27:25+00:00
2025Q1,31-MAR-2025,PERSISTENT,Persistent Systems Limited,IT,Midcap,24.36,26.85,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198055_1418619_18042025035340_WEB.xml,2026-06-04T17:27:34+00:00
2025Q1,31-MAR-2025,PETRONET,Petronet LNG Limited,Oil & Gas,Midcap,28.77,11.18,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198256_1419346_18042025085440_WEB.xml,2026-06-04T17:27:39+00:00
2025Q1,31-MAR-2025,PFC,Power Finance Corporation Limited,Financial Services,Nifty Next 50,18.84,16.18,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197147_1414282_15042025100624_WEB.xml,2026-05-22T16:54:40+00:00
2025Q1,31-MAR-2025,PHOENIXLTD,The Phoenix Mills Limited,Realty,Midcap,36.15,12.6,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198842_1421670_21042025060828_WEB.xml,2026-06-04T17:27:45+00:00
2025Q1,31-MAR-2025,PIDILITIND,Pidilite Industries Limited,Chemicals,Nifty Next 50,11.6,9.43,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197664_1417018_17042025030435_WEB.xml,2026-05-22T16:54:48+00:00
2025Q1,31-MAR-2025,PIIND,PI Industries Limited,Chemicals,Midcap,18.05,27.57,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198473_1420172_19042025061808_WEB.xml,2026-06-04T17:27:50+00:00
2025Q1,31-MAR-2025,PNB,Punjab National Bank,Banking,Midcap,5.7,14.67,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196447_1409750_08042025120832_WEB.xml,2026-06-04T17:27:55+00:00
2025Q1,31-MAR-2025,POLICYBZR,PB Fintech Limited,Financial Services,Midcap,45.93,22.95,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198235_1419269_18042025072954_WEB.xml,2026-06-04T17:28:00+00:00
2025Q1,31-MAR-2025,POLYCAB,Polycab India Limited,Consumer Durables,Midcap,11.11,10.95,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197005_1413408_12042025063545_WEB.xml,2026-06-04T17:28:06+00:00
2025Q1,31-MAR-2025,POWERGRID,Power Grid Corporation of India Limited,Power,Nifty 50,26.78,18.35,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196821_1412194_11042025114927_WEB.xml,2026-05-22T17:01:30+00:00
2025Q1,31-MAR-2025,PRESTIGE,Prestige Estates Projects Limited,Realty,Midcap,17.08,19.23,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198933_1422192_21042025110747_WEB.xml,2026-06-04T17:28:12+00:00
2025Q1,31-MAR-2025,RECLTD,REC Limited,Financial Services,Nifty Next 50,20.48,14.79,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197285_1415024_15042025053915_WEB.xml,2026-05-22T16:54:56+00:00
2025Q1,31-MAR-2025,RELIANCE,Reliance Industries Limited,Conglomerate,Nifty 50,19.06,19.46,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198754_1421266_21042025041033_WEB.xml,2026-05-22T17:01:39+00:00
2025Q1,31-MAR-2025,RVNL,Rail Vikas Nigam Limited,Infrastructure,Midcap,5.07,6.21,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197836_1417800_17042025065951_WEB.xml,2026-06-04T17:28:17+00:00
2025Q1,31-MAR-2025,SAIL,Steel Authority of India Limited,Metals,Midcap,3.2,15.75,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198482_1420192_19042025063119_WEB.xml,2026-06-04T17:28:23+00:00
2025Q1,31-MAR-2025,SBICARD,SBI Cards and Payment Services Limited,Financial Services,Nifty Next 50,9.88,17.22,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197862_1417936_17042025090024_WEB.xml,2026-05-22T16:55:04+00:00
2025Q1,31-MAR-2025,SBILIFE,SBI Life Insurance Company Limited,Insurance,Nifty 50,21.88,18.67,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196958_1413057_11042025081506_WEB.xml,2026-05-22T17:01:47+00:00
2025Q1,31-MAR-2025,SBIN,State Bank of India,Banking,Nifty 50,9.95,25.05,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197625_1416830_17042025010539_WEB.xml,2026-05-22T17:01:56+00:00
2025Q1,31-MAR-2025,SHREECEM,SHREE CEMENT LIMITED,Cement,Nifty Next 50,9.71,15.32,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197522_1416273_16042025062830_WEB.xml,2026-05-22T16:55:12+00:00
2025Q1,31-MAR-2025,SHRIRAMFIN,Shriram Finance Limited,Financial Services,Nifty Next 50,53.58,15.33,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198160_1437043_13052025122744_WEB.xml,2026-05-22T16:55:21+00:00
2025Q1,31-MAR-2025,SIEMENS,Siemens Limited,Capital Goods,Nifty Next 50,8.19,7.29,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198813_1421519_21042025052702_WEB.xml,2026-05-22T16:55:29+00:00
2025Q1,31-MAR-2025,SOLARINDS,Solar Industries India Limited,Chemicals,Midcap,5.82,14.11,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197557_1416540_17042025103745_WEB.xml,2026-06-04T17:28:29+00:00
2025Q1,31-MAR-2025,SONACOMS,Sona BLW Precision Forgings Limited,Auto,Midcap,29.92,34.42,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1523564_05092025041438_WEB.xml,2026-06-04T17:28:35+00:00
2025Q1,31-MAR-2025,SRF,SRF Limited,Chemicals,Midcap,18.27,18.43,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198563_1420496_21042025103149_WEB.xml,2026-06-04T17:28:41+00:00
2025Q1,31-MAR-2025,SUNDARMFIN,Sundaram Finance Limited,Financial Services,Midcap,19.0,7.54,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197840_1417822_17042025070852_WEB.xml,2026-06-04T17:28:47+00:00
2025Q1,31-MAR-2025,SUNPHARMA,Sun Pharmaceutical Industries Limited,Pharma,Nifty 50,17.96,18.7,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197857_1417896_17042025075818_WEB.xml,2026-05-22T17:02:04+00:00
2025Q1,31-MAR-2025,SUPREMEIND,Supreme Industries Limited,Consumer Durables,Midcap,22.93,13.25,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196645_1410988_09042025044127_WEB.xml,2026-06-04T17:28:52+00:00
2025Q1,31-MAR-2025,SUZLON,Suzlon Energy Limited,Power,Midcap,23.03,8.73,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196611_1410830_09042025030644_WEB.xml,2026-06-04T17:28:58+00:00
